Season,Team,Lg,Salary,player_id
1979-80,Boston Celtics,NBA,"$650,000",birdla01
1980-81,Boston Celtics,NBA,"$650,000",birdla01
1981-82,Boston Celtics,NBA,"$650,000",birdla01
1982-83,Boston Celtics,NBA,"$650,000",birdla01
1983-84,Boston Celtics,NBA,"$650,000",birdla01
1984-85,Boston Celtics,NBA,"$1,800,000",birdla01
1985-86,Boston Celtics,NBA,"$1,800,000",birdla01
1986-87,Boston Celtics,NBA,"$1,800,000",birdla01
1987-88,Boston Celtics,NBA,"$1,800,000",birdla01
1988-89,Boston Celtics,NBA,"$1,800,000",birdla01
1989-90,Boston Celtics,NBA,"$2,750,000",birdla01
1990-91,Boston Celtics,NBA,"$1,500,000",birdla01
1991-92,Boston Celtics,NBA,"$7,070,000",birdla01
1992-93,Boston Celtics,NBA,"$2,300,000",birdla01
Career,(may be incomplete),,"$25,870,000",birdla01
