Season,Team,Lg,Salary,player_id
2014-15,Miami Heat,NBA,"$507,336",johnsty01
2015-16,Miami Heat,NBA,"$845,059",johnsty01
2016-17,Miami Heat,NBA,"$5,628,000",johnsty01
2017-18,Miami Heat,NBA,"$5,881,260",johnsty01
2018-19,Phoenix Suns,NBA,"$19,245,370",johnsty01
2019-20,Phoenix Suns,NBA,"$19,245,370",johnsty01
2019-20,Brooklyn Nets,NBA,"$212,753",johnsty01
2020-21,Brooklyn Nets,NBA,"$1,620,564",johnsty01
2021-22,Philadelphia 76ers,NBA,"$128,709",johnsty01
2021-22,San Antonio Spurs,NBA,"$128,709",johnsty01
Career,(may be incomplete),,"$53,443,130",johnsty01
