Season,Team,Lg,Salary,player_id
1991-92,Philadelphia 76ers,NBA,"$130,000",stronde01
1993-94,Milwaukee Bucks,NBA,"$420,000",stronde01
1994-95,Boston Celtics,NBA,"$500,000",stronde01
1995-96,Los Angeles Lakers,NBA,"$1,000,000",stronde01
1996-97,Orlando Magic,NBA,"$247,500",stronde01
1997-98,Orlando Magic,NBA,"$326,700",stronde01
1998-99,Orlando Magic,NBA,"$3,000,000",stronde01
1999-00,Orlando Magic,NBA,"$3,159,000",stronde01
2000-01,Los Angeles Clippers,NBA,"$3,510,000",stronde01
2001-02,Los Angeles Clippers,NBA,"$3,861,000",stronde01
2002-03,Los Angeles Clippers,NBA,"$4,212,000",stronde01
Career,(may be incomplete),,"$20,366,200",stronde01
