Season,Team,Lg,Salary,player_id
2007-08,Philadelphia 76ers,NBA,"$1,830,720",youngth01
2008-09,Philadelphia 76ers,NBA,"$1,968,120",youngth01
2009-10,Philadelphia 76ers,NBA,"$2,105,400",youngth01
2010-11,Philadelphia 76ers,NBA,"$2,901,241",youngth01
2011-12,Philadelphia 76ers,NBA,"$7,478,261",youngth01
2012-13,Philadelphia 76ers,NBA,"$8,289,130",youngth01
2013-14,Philadelphia 76ers,NBA,"$8,600,000",youngth01
2014-15,Brooklyn Nets,NBA,"$9,410,870",youngth01
2015-16,Brooklyn Nets,NBA,"$11,200,000",youngth01
2016-17,Indiana Pacers,NBA,"$14,153,652",youngth01
2017-18,Indiana Pacers,NBA,"$14,796,348",youngth01
2018-19,Indiana Pacers,NBA,"$13,764,045",youngth01
2019-20,Chicago Bulls,NBA,"$12,900,000",youngth01
2020-21,Chicago Bulls,NBA,"$13,545,000",youngth01
2021-22,Toronto Raptors,NBA,"$14,190,000",youngth01
Career,(may be incomplete),,"$137,132,787",youngth01
