Season,Team,Lg,Salary,player_id
1996-97,Los Angeles Clippers,NBA,"$1,480,000",wrighlo02
1997-98,Los Angeles Clippers,NBA,"$1,701,720",wrighlo02
1998-99,Los Angeles Clippers,NBA,"$1,923,000",wrighlo02
1999-00,Atlanta Hawks,NBA,"$4,400,000",wrighlo02
2000-01,Atlanta Hawks,NBA,"$4,950,000",wrighlo02
2001-02,Memphis Grizzlies,NBA,"$5,500,000",wrighlo02
2002-03,Memphis Grizzlies,NBA,"$6,050,000",wrighlo02
2003-04,Memphis Grizzlies,NBA,"$6,600,000",wrighlo02
2004-05,Memphis Grizzlies,NBA,"$7,150,000",wrighlo02
2005-06,Memphis Grizzlies,NBA,"$7,700,000",wrighlo02
2006-07,Atlanta Hawks,NBA,"$3,250,000",wrighlo02
2007-08,Sacramento Kings,NBA,"$3,250,000",wrighlo02
2008-09,Cleveland Cavaliers,NBA,"$1,262,275",wrighlo02
Career,(may be incomplete),,"$55,216,995",wrighlo02
