Season,Team,Lg,Salary,player_id
2005-06,New York Knicks,NBA,"$1,102,680",robinna01
2006-07,New York Knicks,NBA,"$1,185,480",robinna01
2007-08,New York Knicks,NBA,"$1,268,160",robinna01
2008-09,New York Knicks,NBA,"$2,020,179",robinna01
2009-10,Boston Celtics,NBA,"$4,000,000",robinna01
2010-11,Oklahoma City Thunder,NBA,"$4,200,000",robinna01
2011-12,Oklahoma City Thunder,NBA,"$4,500,000",robinna01
2011-12,Golden State Warriors,NBA,"$983,307",robinna01
2012-13,Chicago Bulls,NBA,"$1,146,337",robinna01
2013-14,Denver Nuggets,NBA,"$2,016,000",robinna01
2014-15,Boston Celtics,NBA,"$2,106,720",robinna01
2014-15,Los Angeles Clippers,NBA,"$154,918",robinna01
2015-16,New Orleans Pelicans,NBA,"$44,000",robinna01
Career,(may be incomplete),,"$24,727,781",robinna01
