Season,Team,Lg,Salary,player_id
2006-07,Charlotte Bobcats,NBA,"$412,718",holliry01
2007-08,Charlotte Bobcats,NBA,"$687,456",holliry01
2008-09,Dallas Mavericks,NBA,"$972,581",holliry01
2009-10,Minnesota Timberwolves,NBA,"$2,183,333",holliry01
2010-11,Cleveland Cavaliers,NBA,"$2,333,333",holliry01
2011-12,Cleveland Cavaliers,NBA,"$2,483,333",holliry01
2012-13,Los Angeles Clippers,NBA,"$1,069,509",holliry01
2013-14,Los Angeles Clippers,NBA,"$1,186,459",holliry01
2014-15,Sacramento Kings,NBA,"$1,316,809",holliry01
2015-16,Memphis Grizzlies,NBA,"$593,056",holliry01
2015-16,Washington Wizards,NBA,"$176,375",holliry01
Career,(may be incomplete),,"$13,414,962",holliry01
