Season,Team,Lg,Salary,player_id
1995-96,Washington Bullets,NBA,"$1,493,000",wallara01
1996-97,Portland Trail Blazers,NBA,"$2,060,000",wallara01
1997-98,Portland Trail Blazers,NBA,"$2,329,080",wallara01
1998-99,Portland Trail Blazers,NBA,"$9,000,000",wallara01
1999-00,Portland Trail Blazers,NBA,"$10,800,000",wallara01
2000-01,Portland Trail Blazers,NBA,"$12,600,000",wallara01
2001-02,Portland Trail Blazers,NBA,"$14,400,000",wallara01
2002-03,Portland Trail Blazers,NBA,"$16,200,000",wallara01
2003-04,Portland Trail Blazers,NBA,"$17,000,000",wallara01
2004-05,Detroit Pistons,NBA,"$9,720,000",wallara01
2005-06,Detroit Pistons,NBA,"$10,860,000",wallara01
2006-07,Detroit Pistons,NBA,"$11,650,000",wallara01
2007-08,Detroit Pistons,NBA,"$12,540,000",wallara01
2008-09,Detroit Pistons,NBA,"$13,930,000",wallara01
2009-10,Boston Celtics,NBA,"$5,854,000",wallara01
2010-11,Boston Celtics,NBA,"$6,322,320",wallara01
2012-13,New York Knicks,NBA,"$1,352,181",wallara01
Career,(may be incomplete),,"$158,110,581",wallara01
