Season,Team,Lg,Salary,player_id
2020-21,Los Angeles Clippers,NBA,"$61,528",fittsma01
2021-22,Boston Celtics,NBA,"$402,218",fittsma01
2021-22,Utah Jazz,NBA,< $Minimum,fittsma01
Career,(may be incomplete),,"$463,746",fittsma01
