Season,Team,Lg,Salary,player_id
2007-08,New York Knicks,NBA,"$1,091,640",chandwi01
2008-09,New York Knicks,NBA,"$1,173,480",chandwi01
2009-10,New York Knicks,NBA,"$1,255,440",chandwi01
2010-11,Denver Nuggets,NBA,"$2,130,482",chandwi01
2012-13,Denver Nuggets,NBA,"$5,930,414",chandwi01
2013-14,Denver Nuggets,NBA,"$6,344,164",chandwi01
2014-15,Denver Nuggets,NBA,"$6,757,913",chandwi01
2015-16,Denver Nuggets,NBA,"$10,500,000",chandwi01
2016-17,Denver Nuggets,NBA,"$11,200,000",chandwi01
2017-18,Denver Nuggets,NBA,"$12,016,854",chandwi01
2018-19,Los Angeles Clippers,NBA,"$12,800,562",chandwi01
2019-20,Brooklyn Nets,NBA,"$2,564,753",chandwi01
Career,(may be incomplete),,"$73,765,702",chandwi01
