Season,Team,Lg,Salary,player_id
1987-88,Phoenix Suns,NBA,"$700,000",gilliar01
1988-89,Phoenix Suns,NBA,"$900,000",gilliar01
1989-90,Charlotte Hornets,NBA,"$1,100,000",gilliar01
1990-91,Philadelphia 76ers,NBA,"$1,200,000",gilliar01
1991-92,Philadelphia 76ers,NBA,"$1,350,000",gilliar01
1992-93,Philadelphia 76ers,NBA,"$2,300,000",gilliar01
1993-94,New Jersey Nets,NBA,"$1,200,000",gilliar01
1994-95,New Jersey Nets,NBA,"$1,560,000",gilliar01
1995-96,New Jersey Nets,NBA,"$1,920,000",gilliar01
1996-97,Milwaukee Bucks,NBA,"$2,317,000",gilliar01
1997-98,Milwaukee Bucks,NBA,"$2,780,400",gilliar01
1998-99,Milwaukee Bucks,NBA,"$3,244,000",gilliar01
1999-00,Orlando Magic,NBA,"$3,707,200",gilliar01
1999-00,Utah Jazz,NBA,"$312,000",gilliar01
Career,(may be incomplete),,"$24,590,600",gilliar01
