Season,Team,Lg,Salary,player_id
2008-09,Indiana Pacers,NBA,"$1,465,400",hibbero01
2009-10,Indiana Pacers,NBA,"$1,575,360",hibbero01
2010-11,Indiana Pacers,NBA,"$1,685,280",hibbero01
2011-12,Indiana Pacers,NBA,"$2,588,590",hibbero01
2012-13,Indiana Pacers,NBA,"$13,686,750",hibbero01
2013-14,Indiana Pacers,NBA,"$14,283,844",hibbero01
2014-15,Indiana Pacers,NBA,"$14,898,938",hibbero01
2015-16,Los Angeles Lakers,NBA,"$15,500,000",hibbero01
2016-17,Denver Nuggets,NBA,"$5,000,000",hibbero01
Career,(may be incomplete),,"$70,684,162",hibbero01
