Season,Team,Lg,Salary,player_id
1984-85,Philadelphia 76ers,NBA,"$78,000",threase01
1985-86,Philadelphia 76ers,NBA,"$113,000",threase01
1987-88,Seattle SuperSonics,NBA,"$270,000",threase01
1988-89,Seattle SuperSonics,NBA,"$275,000",threase01
1990-91,Seattle SuperSonics,NBA,"$650,000",threase01
1991-92,Los Angeles Lakers,NBA,"$612,000",threase01
1992-93,Los Angeles Lakers,NBA,"$796,000",threase01
1993-94,Los Angeles Lakers,NBA,"$2,400,000",threase01
1994-95,Los Angeles Lakers,NBA,"$2,400,000",threase01
1995-96,Los Angeles Lakers,NBA,"$2,400,000",threase01
Career,(may be incomplete),,"$9,994,000",threase01
