Season,Team,Lg,Salary,player_id
2018-19,Memphis Grizzlies,NBA,"$47,371",hannadu01
2019-20,Memphis Grizzlies,NBA,"$81,678",hannadu01
Career,(may be incomplete),,"$129,049",hannadu01
