Season,Team,Lg,Salary,player_id
1994-95,Detroit Pistons,NBA,"$150,000",newbiiv01
1996-97,Atlanta Hawks,NBA,"$247,500",newbiiv01
1997-98,Vancouver Grizzlies,NBA,"$272,250",newbiiv01
Career,(may be incomplete),,"$669,750",newbiiv01
