Season,Team,Lg,Salary,player_id
1985-86,Boston Celtics,NBA,"$87,500",vincesa01
1987-88,Chicago Bulls,NBA,"$392,500",vincesa01
1988-89,Chicago Bulls,NBA,"$375,000",vincesa01
1990-91,Orlando Magic,NBA,"$980,000",vincesa01
1991-92,Orlando Magic,NBA,"$1,260,000",vincesa01
1992-93,Milwaukee Bucks,NBA,"$1,510,000",vincesa01
Career,(may be incomplete),,"$4,605,000",vincesa01
