Season,Team,Lg,Salary,player_id
1996-97,Minnesota Timberwolves,NBA,"$1,917,000",marbust01
1997-98,Minnesota Timberwolves,NBA,"$2,266,320",marbust01
1998-99,New Jersey Nets,NBA,"$2,562,000",marbust01
1999-00,New Jersey Nets,NBA,"$9,000,000",marbust01
2000-01,New Jersey Nets,NBA,"$10,130,000",marbust01
2001-02,Phoenix Suns,NBA,"$11,250,000",marbust01
2002-03,Phoenix Suns,NBA,"$12,375,000",marbust01
2003-04,Phoenix Suns,NBA,"$13,500,000",marbust01
2004-05,New York Knicks,NBA,"$14,625,000",marbust01
2005-06,New York Knicks,NBA,"$16,453,125",marbust01
2006-07,New York Knicks,NBA,"$17,184,375",marbust01
2007-08,New York Knicks,NBA,"$19,012,500",marbust01
2008-09,New York Knicks,NBA,"$20,840,625",marbust01
Career,(may be incomplete),,"$151,115,945",marbust01
