Season,Team,Lg,Salary,player_id
2012-13,San Antonio Spurs,NBA,"$401,170",baynear01
2013-14,San Antonio Spurs,NBA,"$788,872",baynear01
2014-15,San Antonio Spurs,NBA,"$2,077,000",baynear01
2015-16,Detroit Pistons,NBA,"$6,500,000",baynear01
2016-17,Detroit Pistons,NBA,"$6,500,000",baynear01
2017-18,Boston Celtics,NBA,"$4,328,000",baynear01
2018-19,Boston Celtics,NBA,"$5,193,600",baynear01
2019-20,Phoenix Suns,NBA,"$5,453,280",baynear01
2020-21,Toronto Raptors,NBA,"$7,000,000",baynear01
Career,(may be incomplete),,"$38,241,922",baynear01
