Season,Team,Lg,Salary,player_id
1997-98,Philadelphia 76ers,NBA,"$754,080",parkean01
1998-99,Philadelphia 76ers,NBA,"$867,120",parkean01
1999-00,Orlando Magic,NBA,"$980,280",parkean01
2006-07,Toronto Raptors,NBA,"$4,150,000",parkean01
2007-08,Toronto Raptors,NBA,"$4,350,000",parkean01
2008-09,Toronto Raptors,NBA,"$4,550,000",parkean01
2009-10,Cleveland Cavaliers,NBA,"$2,644,230",parkean01
2010-11,Cleveland Cavaliers,NBA,"$2,855,700",parkean01
2011-12,Cleveland Cavaliers,NBA,"$2,250,000",parkean01
Career,(may be incomplete),,"$23,401,410",parkean01
