Season,Team,Lg,Salary,player_id
2019-20,Minnesota Timberwolves,NBA,"$5,813,640",culveja01
2020-21,Minnesota Timberwolves,NBA,"$6,104,280",culveja01
2021-22,Memphis Grizzlies,NBA,"$6,395,160",culveja01
Career,(may be incomplete),,"$18,313,080",culveja01
