Season,Team,Lg,Salary,player_id
2006-07,Portland Trail Blazers,NBA,"$4,027,320",aldrila01
2007-08,Portland Trail Blazers,NBA,"$4,329,360",aldrila01
2008-09,Portland Trail Blazers,NBA,"$4,631,400",aldrila01
2009-10,Portland Trail Blazers,NBA,"$5,844,827",aldrila01
2010-11,Portland Trail Blazers,NBA,"$11,244,000",aldrila01
2011-12,Portland Trail Blazers,NBA,"$12,372,000",aldrila01
2012-13,Portland Trail Blazers,NBA,"$13,500,000",aldrila01
2013-14,Portland Trail Blazers,NBA,"$14,128,000",aldrila01
2014-15,Portland Trail Blazers,NBA,"$16,006,000",aldrila01
2015-16,San Antonio Spurs,NBA,"$19,500,000",aldrila01
2016-17,San Antonio Spurs,NBA,"$20,575,005",aldrila01
2017-18,San Antonio Spurs,NBA,"$21,461,010",aldrila01
2018-19,San Antonio Spurs,NBA,"$22,347,015",aldrila01
2019-20,San Antonio Spurs,NBA,"$26,000,000",aldrila01
2020-21,San Antonio Spurs,NBA,"$16,750,000",aldrila01
2020-21,Brooklyn Nets,NBA,"$554,988",aldrila01
2021-22,Brooklyn Nets,NBA,"$2,641,691",aldrila01
Career,(may be incomplete),,"$215,912,616",aldrila01
