Season,Team,Lg,Salary,player_id
1988-89,Philadelphia 76ers,NBA,"$100,000",brooksc01
1990-91,Minnesota Timberwolves,NBA,"$295,000",brooksc01
1991-92,Minnesota Timberwolves,NBA,"$400,000",brooksc01
1992-93,Houston Rockets,NBA,"$500,000",brooksc01
1993-94,Houston Rockets,NBA,"$525,000",brooksc01
1994-95,Houston Rockets,NBA,"$550,000",brooksc01
1995-96,Dallas Mavericks,NBA,"$750,000",brooksc01
1996-97,New York Knicks,NBA,"$247,500",brooksc01
1997-98,Boston Celtics,NBA,"$50,000",brooksc01
Career,(may be incomplete),,"$3,417,500",brooksc01
