Season,Team,Lg,Salary,player_id
2012-13,Atlanta Hawks,NBA,"$473,604",scottmi01
2013-14,Atlanta Hawks,NBA,"$788,872",scottmi01
2014-15,Atlanta Hawks,NBA,"$3,333,333",scottmi01
2015-16,Atlanta Hawks,NBA,"$3,333,333",scottmi01
2016-17,Phoenix Suns,NBA,"$3,333,334",scottmi01
2017-18,Washington Wizards,NBA,"$1,471,382",scottmi01
2018-19,Philadelphia 76ers,NBA,"$4,320,500",scottmi01
2019-20,Philadelphia 76ers,NBA,"$4,767,000",scottmi01
2020-21,Philadelphia 76ers,NBA,"$5,005,350",scottmi01
Career,(may be incomplete),,"$26,826,708",scottmi01
