Season,Team,Lg,Salary,player_id
2017-18,Los Angeles Clippers,NBA,"$375,000 (TW)",willicj01
2018-19,Minnesota Timberwolves,NBA,< $Minimum,willicj01
Career,(may be incomplete),,"$375,000",willicj01
