Season,Team,Lg,Salary,player_id
2002-03,Houston Rockets,NBA,"$3,858,240",mingya01
2003-04,Houston Rockets,NBA,"$4,147,560",mingya01
2004-05,Houston Rockets,NBA,"$4,436,880",mingya01
2005-06,Houston Rockets,NBA,"$5,594,906",mingya01
2006-07,Houston Rockets,NBA,"$12,455,000",mingya01
2007-08,Houston Rockets,NBA,"$13,762,775",mingya01
2008-09,Houston Rockets,NBA,"$15,070,550",mingya01
2009-10,Houston Rockets,NBA,"$16,378,325",mingya01
2010-11,Houston Rockets,NBA,"$17,686,100",mingya01
Career,(may be incomplete),,"$93,390,336",mingya01
