Season,Team,Lg,Salary,player_id
1988-89,Golden State Warriors,NBA,"$100,000",starkjo01
1990-91,New York Knicks,NBA,"$120,000",starkjo01
1991-92,New York Knicks,NBA,"$400,000",starkjo01
1992-93,New York Knicks,NBA,"$600,000",starkjo01
1993-94,New York Knicks,NBA,"$1,112,000",starkjo01
1994-95,New York Knicks,NBA,"$1,362,500",starkjo01
1995-96,New York Knicks,NBA,"$1,613,000",starkjo01
1996-97,New York Knicks,NBA,"$1,913,000",starkjo01
1997-98,New York Knicks,NBA,"$5,112,500",starkjo01
1998-99,Golden State Warriors,NBA,"$4,000,000",starkjo01
1999-00,Chicago Bulls,NBA,"$4,000,000",starkjo01
2000-01,Utah Jazz,NBA,"$2,250,000",starkjo01
2001-02,Utah Jazz,NBA,"$2,475,000",starkjo01
Career,(may be incomplete),,"$25,058,000",starkjo01
