Season,Team,Lg,Salary,player_id
2001-02,Chicago Bulls,NBA,"$3,308,160",chandty01
2002-03,Chicago Bulls,NBA,"$3,556,200",chandty01
2003-04,Chicago Bulls,NBA,"$3,804,360",chandty01
2004-05,Chicago Bulls,NBA,"$4,801,102",chandty01
2005-06,Chicago Bulls,NBA,"$9,000,000",chandty01
2006-07,New Orleans/Oklahoma City Hornets,NBA,"$9,150,000",chandty01
2007-08,New Orleans Hornets,NBA,"$10,250,000",chandty01
2008-09,New Orleans Hornets,NBA,"$11,350,000",chandty01
2009-10,Charlotte Bobcats,NBA,"$11,850,000",chandty01
2010-11,Dallas Mavericks,NBA,"$12,600,000",chandty01
2011-12,New York Knicks,NBA,"$13,107,837",chandty01
2012-13,New York Knicks,NBA,"$13,604,188",chandty01
2013-14,New York Knicks,NBA,"$14,100,538",chandty01
2014-15,Dallas Mavericks,NBA,"$14,598,888",chandty01
2015-16,Phoenix Suns,NBA,"$13,000,000",chandty01
2016-17,Phoenix Suns,NBA,"$12,415,000",chandty01
2017-18,Phoenix Suns,NBA,"$13,000,000",chandty01
2018-19,Phoenix Suns,NBA,"$11,475,133",chandty01
2018-19,Los Angeles Lakers,NBA,"$2,393,887",chandty01
2019-20,Houston Rockets,NBA,"$2,564,753",chandty01
Career,(may be incomplete),,"$189,930,046",chandty01
