Season,Team,Lg,Salary,player_id
2010-11,Milwaukee Bucks,NBA,"$1,731,960",sandela01
2011-12,Milwaukee Bucks,NBA,"$1,861,920",sandela01
2012-13,Milwaukee Bucks,NBA,"$1,991,760",sandela01
2013-14,Milwaukee Bucks,NBA,"$3,053,368",sandela01
2014-15,Milwaukee Bucks,NBA,"$11,000,000",sandela01
2015-16,Milwaukee Bucks,NBA,"$1,865,547",sandela01
2016-17,Milwaukee Bucks,NBA,"$1,865,547",sandela01
2016-17,Cleveland Cavaliers,NBA,"$207,722",sandela01
2017-18,Milwaukee Bucks,NBA,"$1,865,547",sandela01
2018-19,Milwaukee Bucks,NBA,"$1,865,547",sandela01
2019-20,Milwaukee Bucks,NBA,"$1,865,547",sandela01
2020-21,Milwaukee Bucks,NBA,"$1,865,546",sandela01
2021-22,Milwaukee Bucks,NBA,"$1,865,547",sandela01
Career,(may be incomplete),,"$32,905,558",sandela01
