Season,Team,Lg,Salary,player_id
1999-00,Dallas Mavericks,NBA,"$47,647",buckngr01
2000-01,Dallas Mavericks,NBA,"$1,100,000",buckngr01
2001-02,Dallas Mavericks,NBA,"$1,200,000",buckngr01
2002-03,Philadelphia 76ers,NBA,"$2,400,000",buckngr01
2003-04,Philadelphia 76ers,NBA,"$2,640,000",buckngr01
2004-05,Philadelphia 76ers,NBA,"$1,777,778",buckngr01
2004-05,Denver Nuggets,NBA,"$870,046",buckngr01
2005-06,Philadelphia 76ers,NBA,"$1,925,926",buckngr01
2005-06,Denver Nuggets,NBA,"$1,670,000",buckngr01
2006-07,Dallas Mavericks,NBA,"$3,240,741",buckngr01
2006-07,Philadelphia 76ers,NBA,"$1,941,333",buckngr01
2007-08,Minnesota Timberwolves,NBA,"$3,750,000",buckngr01
2007-08,Philadelphia 76ers,NBA,"$2,080,000",buckngr01
2008-09,Memphis Grizzlies,NBA,"$4,010,005",buckngr01
2009-10,Dallas Mavericks,NBA,"$1,000,000",buckngr01
Career,(may be incomplete),,"$29,653,476",buckngr01
