Season,Team,Lg,Salary,player_id
2010-11,Philadelphia 76ers,NBA,"$1,306,920",brackcr01
2011-12,Philadelphia 76ers,NBA,"$1,404,960",brackcr01
Career,(may be incomplete),,"$2,711,880",brackcr01
