Season,Team,Lg,Salary,player_id
1991-92,Denver Nuggets,NBA,"$2,005,000",mutomdi01
1992-93,Denver Nuggets,NBA,"$2,400,000",mutomdi01
1993-94,Denver Nuggets,NBA,"$3,000,000",mutomdi01
1994-95,Denver Nuggets,NBA,"$3,100,000",mutomdi01
1995-96,Denver Nuggets,NBA,"$3,250,000",mutomdi01
1996-97,Atlanta Hawks,NBA,"$8,013,000",mutomdi01
1997-98,Atlanta Hawks,NBA,"$9,615,187",mutomdi01
1998-99,Atlanta Hawks,NBA,"$11,218,000",mutomdi01
1999-00,Atlanta Hawks,NBA,"$12,820,249",mutomdi01
2000-01,Atlanta Hawks,NBA,"$14,400,000",mutomdi01
2001-02,Philadelphia 76ers,NBA,"$14,315,790",mutomdi01
2002-03,New Jersey Nets,NBA,"$16,105,264",mutomdi01
2003-04,New Jersey Nets,NBA,"$13,626,624",mutomdi01
2003-04,New York Knicks,NBA,"$4,087,667",mutomdi01
2004-05,New Jersey Nets,NBA,"$14,989,285",mutomdi01
2004-05,Houston Rockets,NBA,"$4,496,434",mutomdi01
2005-06,Houston Rockets,NBA,"$2,000,000",mutomdi01
2006-07,Houston Rockets,NBA,"$2,210,000",mutomdi01
2007-08,Houston Rockets,NBA,"$1,219,590",mutomdi01
2008-09,Houston Rockets,NBA,"$794,491",mutomdi01
Career,(may be incomplete),,"$143,666,581",mutomdi01
