Season,Team,Lg,Salary,player_id
2008-09,Minnesota Timberwolves,NBA,"$3,163,680",loveke01
2009-10,Minnesota Timberwolves,NBA,"$3,401,040",loveke01
2010-11,Minnesota Timberwolves,NBA,"$3,638,280",loveke01
2011-12,Minnesota Timberwolves,NBA,"$4,609,701",loveke01
2012-13,Minnesota Timberwolves,NBA,"$13,668,750",loveke01
2013-14,Minnesota Timberwolves,NBA,"$14,693,906",loveke01
2014-15,Cleveland Cavaliers,NBA,"$15,719,062",loveke01
2015-16,Cleveland Cavaliers,NBA,"$19,500,000",loveke01
2016-17,Cleveland Cavaliers,NBA,"$21,165,675",loveke01
2017-18,Cleveland Cavaliers,NBA,"$22,642,350",loveke01
2018-19,Cleveland Cavaliers,NBA,"$24,119,025",loveke01
2019-20,Cleveland Cavaliers,NBA,"$28,942,830",loveke01
2020-21,Cleveland Cavaliers,NBA,"$31,258,256",loveke01
2021-22,Cleveland Cavaliers,NBA,"$31,258,256",loveke01
Career,(may be incomplete),,"$237,780,811",loveke01
