Season,Team,Lg,Salary,player_id
2014-15,Philadelphia 76ers,NBA,"$1,000,000",covinro01
2014-15,Houston Rockets,NBA,"$150,000",covinro01
2015-16,Philadelphia 76ers,NBA,"$1,000,000",covinro01
2016-17,Philadelphia 76ers,NBA,"$1,015,696",covinro01
2017-18,Philadelphia 76ers,NBA,"$16,698,103",covinro01
2018-19,Minnesota Timberwolves,NBA,"$10,464,092",covinro01
2019-20,Houston Rockets,NBA,"$11,301,219",covinro01
2020-21,Portland Trail Blazers,NBA,"$12,138,345",covinro01
2021-22,Los Angeles Clippers,NBA,"$12,975,471",covinro01
Career,(may be incomplete),,"$66,742,926",covinro01
