Season,Team,Lg,Salary,player_id
2007-08,Detroit Pistons,NBA,"$1,569,600",stuckro01
2008-09,Detroit Pistons,NBA,"$1,687,320",stuckro01
2009-10,Detroit Pistons,NBA,"$1,805,040",stuckro01
2010-11,Detroit Pistons,NBA,"$2,767,126",stuckro01
2011-12,Detroit Pistons,NBA,"$8,500,000",stuckro01
2012-13,Detroit Pistons,NBA,"$8,500,000",stuckro01
2013-14,Detroit Pistons,NBA,"$8,500,000",stuckro01
2014-15,Indiana Pacers,NBA,"$1,227,985",stuckro01
2015-16,Indiana Pacers,NBA,"$6,500,000",stuckro01
2016-17,Indiana Pacers,NBA,"$7,000,000",stuckro01
Career,(may be incomplete),,"$48,057,071",stuckro01
