Season,Team,Lg,Salary,player_id
1985-86,Seattle SuperSonics,NBA,"$525,000",mcdanxa01
1987-88,Seattle SuperSonics,NBA,"$875,000",mcdanxa01
1988-89,Seattle SuperSonics,NBA,"$875,000",mcdanxa01
1990-91,Phoenix Suns,NBA,"$1,400,000",mcdanxa01
1991-92,New York Knicks,NBA,"$1,625,000",mcdanxa01
1992-93,Boston Celtics,NBA,"$1,869,000",mcdanxa01
1993-94,Boston Celtics,NBA,"$2,145,000",mcdanxa01
1994-95,Boston Celtics,NBA,"$2,640,000",mcdanxa01
1996-97,New Jersey Nets,NBA,"$254,000",mcdanxa01
Career,(may be incomplete),,"$12,208,000",mcdanxa01
