Season,Team,Lg,Salary,player_id
2020-21,Miami Heat,NBA,"$18,458",yurtsom01
2021-22,Miami Heat,NBA,"$1,489,065",yurtsom01
Career,(may be incomplete),,"$1,507,523",yurtsom01
