Season,Team,Lg,Salary,player_id
2002-03,Milwaukee Bucks,NBA,"$349,458",gadzuda01
2003-04,Milwaukee Bucks,NBA,"$563,679",gadzuda01
2004-05,Milwaukee Bucks,NBA,"$695,046",gadzuda01
2005-06,Milwaukee Bucks,NBA,"$4,750,000",gadzuda01
2006-07,Milwaukee Bucks,NBA,"$5,252,065",gadzuda01
2007-08,Milwaukee Bucks,NBA,"$5,751,130",gadzuda01
2008-09,Milwaukee Bucks,NBA,"$6,250,195",gadzuda01
2009-10,Milwaukee Bucks,NBA,"$6,749,260",gadzuda01
2010-11,New Jersey Nets,NBA,"$7,248,325",gadzuda01
Career,(may be incomplete),,"$37,609,158",gadzuda01
