Season,Team,Lg,Salary,player_id
1994-95,Detroit Pistons,NBA,"$2,750,000",hillgr01
1995-96,Detroit Pistons,NBA,"$4,050,000",hillgr01
1996-97,Detroit Pistons,NBA,"$5,025,000",hillgr01
1997-98,Detroit Pistons,NBA,"$5,850,000",hillgr01
1998-99,Detroit Pistons,NBA,"$6,675,000",hillgr01
1999-00,Detroit Pistons,NBA,"$6,939,000",hillgr01
2000-01,Orlando Magic,NBA,"$9,660,000",hillgr01
2001-02,Orlando Magic,NBA,"$10,865,250",hillgr01
2002-03,Orlando Magic,NBA,"$12,072,500",hillgr01
2003-04,Orlando Magic,NBA,"$13,279,750",hillgr01
2004-05,Orlando Magic,NBA,"$14,487,000",hillgr01
2005-06,Orlando Magic,NBA,"$15,694,250",hillgr01
2006-07,Orlando Magic,NBA,"$16,901,500",hillgr01
2007-08,Phoenix Suns,NBA,"$1,830,000",hillgr01
2008-09,Phoenix Suns,NBA,"$1,976,400",hillgr01
2009-10,Phoenix Suns,NBA,"$3,000,000",hillgr01
2010-11,Phoenix Suns,NBA,"$3,324,000",hillgr01
2011-12,Phoenix Suns,NBA,"$6,500,000",hillgr01
2012-13,Los Angeles Clippers,NBA,"$1,975,000",hillgr01
Career,(may be incomplete),,"$142,854,650",hillgr01
