Season,Team,Lg,Salary,player_id
2012-13,Washington Wizards,NBA,"$4,133,280",bealbr01
2013-14,Washington Wizards,NBA,"$4,319,280",bealbr01
2014-15,Washington Wizards,NBA,"$4,505,280",bealbr01
2015-16,Washington Wizards,NBA,"$5,694,674",bealbr01
2016-17,Washington Wizards,NBA,"$22,116,750",bealbr01
2017-18,Washington Wizards,NBA,"$23,775,506",bealbr01
2018-19,Washington Wizards,NBA,"$25,434,262",bealbr01
2019-20,Washington Wizards,NBA,"$25,399,705",bealbr01
2020-21,Washington Wizards,NBA,"$28,751,774",bealbr01
2021-22,Washington Wizards,NBA,"$33,724,200",bealbr01
Career,(may be incomplete),,"$177,854,711",bealbr01
