Season,Team,Lg,Salary,player_id
1996-97,Dallas Mavericks,NBA,"$220,000",stricer01
1997-98,Dallas Mavericks,NBA,"$1,600,000",stricer01
1998-99,Dallas Mavericks,NBA,"$1,920,000",stricer01
1999-00,Dallas Mavericks,NBA,"$2,240,000",stricer01
2000-01,New York Knicks,NBA,"$2,560,000",stricer01
2001-02,Boston Celtics,NBA,"$637,415",stricer01
2002-03,Indiana Pacers,NBA,"$762,435",stricer01
2003-04,Milwaukee Bucks,NBA,"$1,500,000",stricer01
2004-05,Milwaukee Bucks,NBA,"$1,650,000",stricer01
Career,(may be incomplete),,"$13,089,850",stricer01
