Season,Team,Lg,Salary,player_id
1985-86,Utah Jazz,NBA,"$150,000",stockjo01
1987-88,Utah Jazz,NBA,"$278,000",stockjo01
1988-89,Utah Jazz,NBA,"$300,000",stockjo01
1989-90,Utah Jazz,NBA,"$1,050,000",stockjo01
1990-91,Utah Jazz,NBA,"$2,000,000",stockjo01
1991-92,Utah Jazz,NBA,"$2,100,000",stockjo01
1992-93,Utah Jazz,NBA,"$2,200,000",stockjo01
1993-94,Utah Jazz,NBA,"$2,400,000",stockjo01
1994-95,Utah Jazz,NBA,"$2,600,000",stockjo01
1995-96,Utah Jazz,NBA,"$2,800,000",stockjo01
1996-97,Utah Jazz,NBA,"$6,000,000",stockjo01
1997-98,Utah Jazz,NBA,"$5,000,000",stockjo01
1998-99,Utah Jazz,NBA,"$4,000,000",stockjo01
1999-00,Utah Jazz,NBA,"$11,000,000",stockjo01
2000-01,Utah Jazz,NBA,"$11,000,000",stockjo01
2001-02,Utah Jazz,NBA,"$7,000,000",stockjo01
2002-03,Utah Jazz,NBA,"$7,875,000",stockjo01
Career,(may be incomplete),,"$67,753,000",stockjo01
