Season,Team,Lg,Salary,player_id
2011-12,New Orleans Hornets,NBA,"$1,567,500",ayongu01
2012-13,Milwaukee Bucks,NBA,"$1,500,000",ayongu01
2013-14,Atlanta Hawks,NBA,"$1,500,000",ayongu01
Career,(may be incomplete),,"$4,567,500",ayongu01
