Season,Team,Lg,Salary,player_id
2007-08,Miami Heat,NBA,"$427,163",anthojo01
2008-09,Miami Heat,NBA,"$711,517",anthojo01
2009-10,Miami Heat,NBA,"$825,497",anthojo01
2010-11,Miami Heat,NBA,"$3,300,000",anthojo01
2011-12,Miami Heat,NBA,"$3,600,000",anthojo01
2012-13,Miami Heat,NBA,"$3,750,000",anthojo01
2013-14,Miami Heat,NBA,"$3,800,000",anthojo01
2014-15,Detroit Pistons,NBA,"$3,800,000",anthojo01
2015-16,Detroit Pistons,NBA,"$2,500,000",anthojo01
2016-17,San Antonio Spurs,NBA,"$663,810",anthojo01
Career,(may be incomplete),,"$23,377,987",anthojo01
