Season,Team,Lg,Salary,player_id
1997-98,Chicago Bulls,NBA,"$597,600",boothke01
1998-99,Chicago Bulls,NBA,"$687,240",boothke01
1999-00,Chicago Bulls,NBA,"$776,880",boothke01
Career,(may be incomplete),,"$2,061,720",boothke01
