Season,Team,Lg,Salary,player_id
2012-13,Golden State Warriors,NBA,"$850,000",greendr01
2013-14,Golden State Warriors,NBA,"$875,500",greendr01
2014-15,Golden State Warriors,NBA,"$915,243",greendr01
2015-16,Golden State Warriors,NBA,"$14,300,000",greendr01
2016-17,Golden State Warriors,NBA,"$15,330,435",greendr01
2017-18,Golden State Warriors,NBA,"$16,400,000",greendr01
2018-19,Golden State Warriors,NBA,"$17,469,565",greendr01
2019-20,Golden State Warriors,NBA,"$18,539,130",greendr01
2020-21,Golden State Warriors,NBA,"$22,246,956",greendr01
2021-22,Golden State Warriors,NBA,"$24,026,712",greendr01
Career,(may be incomplete),,"$130,953,541",greendr01
