Season,Team,Lg,Salary,player_id
2015-16,Atlanta Hawks,NBA,"$1,000,000",tavarwa01
2016-17,Atlanta Hawks,NBA,"$1,000,000",tavarwa01
2016-17,Cleveland Cavaliers,NBA,"$5,145",tavarwa01
Career,(may be incomplete),,"$2,005,145",tavarwa01
