Season,Team,Lg,Salary,player_id
2017-18,Houston Rockets,NBA,"$300,000",oliveca01
2020-21,Houston Rockets,NBA,"$43,070",oliveca01
2021-22,Atlanta Hawks,NBA,"$85,578",oliveca01
Career,(may be incomplete),,"$428,648",oliveca01
