Season,Team,Lg,Salary,player_id
2005-06,Portland Trail Blazers,NBA,"$1,016,400",moniase01
2006-07,Sacramento Kings,NBA,"$100,000",moniase01
Career,(may be incomplete),,"$1,116,400",moniase01
