Season,Team,Lg,Salary,player_id
2014-15,Orlando Magic,NBA,"$3,992,040",gordoaa01
2015-16,Orlando Magic,NBA,"$4,171,680",gordoaa01
2016-17,Orlando Magic,NBA,"$4,351,320",gordoaa01
2017-18,Orlando Magic,NBA,"$5,504,420",gordoaa01
2018-19,Orlando Magic,NBA,"$21,590,909",gordoaa01
2019-20,Orlando Magic,NBA,"$19,863,636",gordoaa01
2020-21,Denver Nuggets,NBA,"$18,136,364",gordoaa01
2021-22,Denver Nuggets,NBA,"$16,409,091",gordoaa01
Career,(may be incomplete),,"$94,019,460",gordoaa01
