Season,Team,Lg,Salary,player_id
2005-06,Portland Trail Blazers,NBA,"$1,058,640",jackja01
2006-07,Portland Trail Blazers,NBA,"$1,137,960",jackja01
2007-08,Portland Trail Blazers,NBA,"$1,217,400",jackja01
2008-09,Indiana Pacers,NBA,"$2,002,623",jackja01
2009-10,Toronto Raptors,NBA,"$4,500,000",jackja01
2010-11,New Orleans Hornets,NBA,"$4,600,000",jackja01
2011-12,New Orleans Hornets,NBA,"$5,000,000",jackja01
2012-13,Golden State Warriors,NBA,"$5,400,000",jackja01
2013-14,Cleveland Cavaliers,NBA,"$6,300,000",jackja01
2014-15,Brooklyn Nets,NBA,"$6,300,000",jackja01
2015-16,Brooklyn Nets,NBA,"$6,300,000",jackja01
2016-17,Atlanta Hawks,NBA,"$1,551,659",jackja01
2016-17,Brooklyn Nets,NBA,"$500,000",jackja01
2016-17,New Orleans Pelicans,NBA,"$91,274",jackja01
2017-18,New York Knicks,NBA,"$1,471,382",jackja01
Career,(may be incomplete),,"$47,430,938",jackja01
