Season,Team,Lg,Salary,player_id
1998-99,Los Angeles Lakers,NBA,"$287,500",luety01
1999-00,Los Angeles Lakers,NBA,"$809,280",luety01
2000-01,Los Angeles Lakers,NBA,"$865,800",luety01
2001-02,Washington Wizards,NBA,"$1,700,000",luety01
2002-03,Washington Wizards,NBA,"$1,870,000",luety01
2003-04,Orlando Magic,NBA,"$1,500,000",luety01
2004-05,Houston Rockets,NBA,"$1,600,000",luety01
2005-06,Atlanta Hawks,NBA,"$3,500,000",luety01
2006-07,Atlanta Hawks,NBA,"$3,500,000",luety01
2007-08,Sacramento Kings,NBA,"$3,500,000",luety01
2008-09,Orlando Magic,NBA,"$2,250,000",luety01
Career,(may be incomplete),,"$21,382,580",luety01
