Season,Team,Lg,Salary,player_id
2001-02,Golden State Warriors,NBA,"$2,425,440",richaja01
2002-03,Golden State Warriors,NBA,"$2,607,360",richaja01
2003-04,Golden State Warriors,NBA,"$2,789,280",richaja01
2004-05,Golden State Warriors,NBA,"$3,534,018",richaja01
2005-06,Golden State Warriors,NBA,"$8,888,888",richaja01
2006-07,Golden State Warriors,NBA,"$9,999,999",richaja01
2007-08,Charlotte Bobcats,NBA,"$11,111,110",richaja01
2008-09,Phoenix Suns,NBA,"$12,222,221",richaja01
2009-10,Phoenix Suns,NBA,"$13,333,333",richaja01
2010-11,Orlando Magic,NBA,"$14,444,444",richaja01
2011-12,Orlando Magic,NBA,"$5,395,000",richaja01
2012-13,Philadelphia 76ers,NBA,"$5,799,625",richaja01
2013-14,Philadelphia 76ers,NBA,"$6,204,250",richaja01
2014-15,Philadelphia 76ers,NBA,"$6,601,125",richaja01
Career,(may be incomplete),,"$105,356,093",richaja01
