Season,Team,Lg,Salary,player_id
2017-18,Portland Trail Blazers,NBA,"$3,057,240",colliza01
2018-19,Portland Trail Blazers,NBA,"$3,628,920",colliza01
2019-20,Portland Trail Blazers,NBA,"$4,240,200",colliza01
2020-21,Portland Trail Blazers,NBA,"$5,406,255",colliza01
2021-22,San Antonio Spurs,NBA,"$7,000,000",colliza01
Career,(may be incomplete),,"$23,332,615",colliza01
