Season,Team,Lg,Salary,player_id
2009-10,Houston Rockets,NBA,"$2,300,000",anderda03
2010-11,New Orleans Hornets,NBA,"$2,500,000",anderda03
Career,(may be incomplete),,"$4,800,000",anderda03
