Season,Team,Lg,Salary,player_id
2001-02,Chicago Bulls,NBA,"$332,817",hassetr01
2002-03,Chicago Bulls,NBA,"$512,435",hassetr01
2003-04,Minnesota Timberwolves,NBA,"$638,679",hassetr01
2004-05,Minnesota Timberwolves,NBA,"$4,350,000",hassetr01
2005-06,Minnesota Timberwolves,NBA,"$4,350,000",hassetr01
2006-07,Minnesota Timberwolves,NBA,"$4,350,000",hassetr01
2007-08,New Jersey Nets,NBA,"$4,350,000",hassetr01
2008-09,New Jersey Nets,NBA,"$4,350,000",hassetr01
2009-10,New Jersey Nets,NBA,"$4,350,000",hassetr01
Career,(may be incomplete),,"$27,583,931",hassetr01
