Season,Team,Lg,Salary,player_id
2021-22,New Orleans Pelicans,NBA,"$53,176",huntfe01
2021-22,New York Knicks,NBA,< $Minimum,huntfe01
Career,(may be incomplete),,"$53,176",huntfe01
