Season,Team,Lg,Salary,player_id
1991-92,San Antonio Spurs,NBA,"$175,000",suttogr01
1994-95,Charlotte Hornets,NBA,"$139,500",suttogr01
1995-96,Charlotte Hornets,NBA,"$250,000",suttogr01
Career,(may be incomplete),,"$564,500",suttogr01
