Season,Team,Lg,Salary,player_id
1984-85,Detroit Pistons,NBA,"$674,000",roundda01
1985-86,Washington Bullets,NBA,"$759,250",roundda01
Career,(may be incomplete),,"$1,433,250",roundda01
