Season,Team,Lg,Salary,player_id
2007-08,Milwaukee Bucks,NBA,"$427,163",sessira01
2008-09,Milwaukee Bucks,NBA,"$722,517",sessira01
2009-10,Minnesota Timberwolves,NBA,"$3,670,667",sessira01
2010-11,Cleveland Cavaliers,NBA,"$3,964,320",sessira01
2011-12,Cleveland Cavaliers,NBA,"$4,257,973",sessira01
2012-13,Charlotte Bobcats,NBA,"$5,000,000",sessira01
2013-14,Charlotte Bobcats,NBA,"$5,000,000",sessira01
2014-15,Washington Wizards,NBA,"$2,077,000",sessira01
2015-16,Washington Wizards,NBA,"$2,170,465",sessira01
2016-17,Charlotte Hornets,NBA,"$6,000,000",sessira01
2017-18,New York Knicks,NBA,"$1,471,382",sessira01
2017-18,Washington Wizards,NBA,"$390,706",sessira01
Career,(may be incomplete),,"$35,152,193",sessira01
