Season,Team,Lg,Salary,player_id
2016-17,Boston Celtics,NBA,"$1,450,000",jacksde01
2017-18,Boston Celtics,NBA,"$92,858",jacksde01
2017-18,Houston Rockets,NBA,"$74,159 (TW)",jacksde01
2017-18,Philadelphia 76ers,NBA,< $Minimum,jacksde01
2018-19,Boston Celtics,NBA,"$92,857",jacksde01
2019-20,Boston Celtics,NBA,"$92,857",jacksde01
2019-20,Los Angeles Lakers,NBA,"$18,312",jacksde01
2020-21,Boston Celtics,NBA,"$92,857",jacksde01
2021-22,Boston Celtics,NBA,"$92,857",jacksde01
Career,(may be incomplete),,"$2,006,757",jacksde01
