Season,Team,Lg,Salary,player_id
1988-89,Los Angeles Clippers,NBA,"$250,000",grantga01
1990-91,Los Angeles Clippers,NBA,"$530,000",grantga01
1991-92,Los Angeles Clippers,NBA,"$928,000",grantga01
1992-93,Los Angeles Clippers,NBA,"$1,128,000",grantga01
1993-94,Los Angeles Clippers,NBA,"$1,128,000",grantga01
1994-95,Los Angeles Clippers,NBA,"$1,100,000",grantga01
1995-96,New York Knicks,NBA,"$500,000",grantga01
1996-97,Miami Heat,NBA,"$500,000",grantga01
1997-98,Sacramento Kings,NBA,"$600,000",grantga01
1998-99,Portland Trail Blazers,NBA,"$1,000,000",grantga01
1999-00,Portland Trail Blazers,NBA,"$1,200,000",grantga01
2000-01,Portland Trail Blazers,NBA,"$1,000,000",grantga01
2000-01,Cleveland Cavaliers,NBA,"$316,969",grantga01
Career,(may be incomplete),,"$10,180,969",grantga01
