Season,Team,Lg,Salary,player_id
1993-94,Los Angeles Clippers,NBA,"$1,050,000",deherte01
1994-95,Los Angeles Clippers,NBA,"$1,365,000",deherte01
1995-96,Los Angeles Clippers,NBA,"$1,680,000",deherte01
1996-97,Los Angeles Clippers,NBA,"$1,905,000",deherte01
1997-98,Sacramento Kings,NBA,"$500,000",deherte01
1997-98,Los Angeles Clippers,NBA,"$386,125",deherte01
1998-99,Sacramento Kings,NBA,"$575,000",deherte01
1998-99,Vancouver Grizzlies,NBA,"$537,500",deherte01
1999-00,Indiana Pacers,NBA,"$50,000",deherte01
Career,(may be incomplete),,"$8,048,625",deherte01
