Season,Team,Lg,Salary,player_id
2007-08,Memphis Grizzlies,NBA,"$1,285,200",crittja01
2008-09,Washington Wizards,NBA,"$1,381,560",crittja01
2009-10,Washington Wizards,NBA,"$1,477,920",crittja01
Career,(may be incomplete),,"$4,144,680",crittja01
