Season,Team,Lg,Salary,player_id
2019-20,Phoenix Suns,NBA,"$4,033,440",johnsca02
2020-21,Phoenix Suns,NBA,"$4,235,160",johnsca02
2021-22,Phoenix Suns,NBA,"$4,437,000",johnsca02
Career,(may be incomplete),,"$12,705,600",johnsca02
